id_factura,id_cliente,periodo,id_plan,monto,fecha_vencimiento,fecha_pago,medio_pago
F582930,C4433,2026-03,P01,30472.8,2026-04-10,2026-04-10,Transferencia
F529850,C1150,2025-03,P02,32762.4,2025-04-10,2025-04-10,Débito automático
F591711,C5089,2026-05,P02,47083.06,2026-06-10,2026-06-10,Transferencia
F535782,C3016,2025-04,P01,26106.21,2025-05-10,2025-05-10,Mercado Pago
F575369,C5401,2026-01,P03,59649.26,2026-02-10,2026-02-10,Débito automático
F541200,C4433,2025-05,P01,26699.25,2025-06-10,2025-06-10,Tarjeta
F596779,C1103,2026-07,P03,63918.91,2026-08-10,,
F516999,C1017,2024-12,P01,23295.89,2025-01-10,2025-01-10,Débito automático
F584969,C1828,2026-04,P02,46991.01,2026-05-10,2026-05-12,Efectivo / Sucursal
F554706,C5632,2025-08,P04,74772.23,2025-09-10,2025-09-17,Tarjeta
F526360,C1950,2025-02,P04,63222.69,2025-03-10,2025-03-10,Débito automático
F594799,C3786,2026-06,P03,62968.74,2026-07-10,18/07/2026,Tarjeta
F577343,C2721,2026-02,P03,61643.14,2026-03-10,,
F531299,C2705,2025-03,P01,23620.47,2025-04-10,22/04/2025,Débito automático
F559951,C2043,2025-10,P02,39510.23,2025-11-10,,
F587694,C5211,2026-04,P01,33591.72,2026-05-10,2026-05-15,Mercado Pago
F549301,C4222,2025-07,P05,87452.66,2025-08-10,2025-08-11,Débito automático
F594697,C3648,2026-06,P06,150135.67,2026-07-10,10/07/2026,Débito automático
F573761,C3450,2026-01,P06,132868.46,2026-02-10,2026-02-13,Efectivo / Sucursal
F507566,C4353,2024-09,P02,29581.08,2024-10-10,2024-10-10,Tarjeta
F513872,C2168,2024-11,P02,29713.33,2024-12-10,2024-12-14,Débito automático
F523813,C3724,2025-01,P01,23419.13,2025-02-10,2025-02-10,Transferencia
F561313,C3605,2025-10,P03,52882.52,2025-11-10,2025-11-15,Transferencia
F571273,C5516,2025-12,P01,30093.97,2026-01-10,,
F598603,C3417,2026-07,P02,45603.25,2026-08-10,2026-08-10,Débito automático
F564495,C2455,2025-11,P03,55854.31,2025-12-10,2025-12-10,Tarjeta
F599207,C4200,2026-07,P03,64575.95,2026-08-10,2026-08-13,Efectivo / Sucursal
F581896,C3165,2026-03,P03,60129.4,2026-04-10,2026-04-10,Transferencia
F571114,C5318,2025-12,P02,43129.56,2026-01-10,2026-01-15,Tarjeta
F503385,C4385,2024-08,P01,21331.11,2024-09-10,2024-09-10,Efectivo / Sucursal
F567168,C5598,2025-11,P03,53783.86,2025-12-10,2025-12-12,Transferencia
F520085,C4238,2024-12,P03,46384.65,2025-01-10,2025-01-10,Débito automático
F582758,C4216,2026-03,P02,43072.9,2026-04-10,10/04/2026,Transferencia
F560100,C2217,2025-10,P01,-29232.02,2025-11-10,,
F556770,C3202,2025-09,P04,73993.3,2025-10-10,2025-10-11,Mercado Pago
F515837,C4200,2024-11,P03,42418.88,2024-12-10,,
F500323,C1323,2024-08,P06,93093.31,2024-09-10,2024-09-11,Transferencia
F594257,C3087,2026-06,P02,47106.51,2026-07-10,2026-07-10,Transferencia
F505295,C2059,2024-09,P04,56946.21,2024-10-10,,
F536497,C3807,2025-04,P02,35453.78,2025-05-10,10/05/2025,Efectivo / Sucursal
F585200,C2108,2026-04,P03,64509.54,2026-05-10,2026-05-18,Efectivo / Sucursal
F515501,C3853,2024-11,P06,96387.7,2024-12-10,,
F547804,C2518,2025-07,P01,26413.16,2025-08-10,,
F517793,C1841,2024-12,P01,23647.62,2025-01-10,2025-01-10,Débito automático
F596032,C5392,2026-06,P01,34703.82,2026-07-10,2026-07-11,Débito automático
F591548,C4876,2026-05,P02,47101.28,2026-06-10,2026-06-10,Débito automático
F568687,C2445,2025-12,P03,58365.68,2026-01-10,2026-01-10,Tarjeta
F508443,C5240,2024-09,P01,22945.11,2024-10-10,2024-10-11,Mercado Pago
F500083,C1083,2024-08,P02,29998.38,2024-09-10,2024-09-19,Transferencia
F534126,C1211,2025-04,P01,26025.09,2025-05-10,27/05/2025,Efectivo / Sucursal
F567358,C5799,2025-11,P03,52461.01,2025-12-10,10/12/2025,Débito automático
F515196,C3538,2024-11,P01,21739.79,2024-12-10,2024-12-10,Efectivo / Sucursal
F539853,C2913,2025-05,P06,111805.1,2025-06-10,2025-06-14,Débito automático
F594698,C3649,2026-06,P01,33947.18,2026-07-10,,
F568242,C1918,2025-12,P02,43253.95,2026-01-10,2026-01-10,Débito automático
F583158,C4720,2026-03,P02,43481.44,2026-04-10,2026-04-10,Débito automático
F581597,C2803,2026-03,P05,107663.73,2026-04-10,,
F597944,C2573,2026-07,P03,63203.68,2026-08-10,2026-08-10,Débito automático
F532638,C4166,2025-03,P03,44289.31,2025-04-10,2025-04-10,Débito automático
F550171,C5204,2025-07,P06,113509.21,2025-08-10,2025-08-10,Tarjeta
F573647,C3311,2026-01,P06,134239.61,2026-02-10,2026-02-10,Transferencia
F576171,C1325,2026-02,P01,29750.33,2026-03-10,2026-03-10,Débito automático
F588031,C5634,2026-04,P03,63610.42,2026-05-10,2026-05-10,Transferencia
F566133,C4372,2025-11,P06,121518.32,2025-12-10,2025-12-10,Tarjeta
F533858,C5472,2025-03,P04,62947.46,2025-04-10,10/04/2025,Mercado Pago
F572208,C1612,2026-01,P02,41310.52,2026-02-10,2026-02-10,Tarjeta
F556363,C2735,2025-09,P04,74249.83,2025-10-10,2025-10-10,Débito automático
F514632,C2953,2024-11,P01,21711.47,2024-12-10,,
F581098,C2203,2026-03,P03,59369.12,2026-04-10,2026-04-10,Débito automático
F527451,C3108,2025-02,P04,64044.37,2025-03-10,2025-03-10,Transferencia
F591608,C4957,2026-05,P05,111973.76,2026-06-10,10/06/2026,Mercado Pago
F555848,C2150,2025-09,P02,38875.56,2025-10-10,2025-10-15,Débito automático
F504959,C1721,2024-09,P03,40690.82,2024-10-10,,
F538783,C1731,2025-05,P03,47078.17,2025-06-10,2025-06-13,Débito automático
F524235,C4176,2025-01,P05,81655.2,2025-02-10,2025-02-10,Mercado Pago
F521104,C5291,2024-12,P03,45582.14,2025-01-10,2025-01-15,Transferencia
F522340,C2175,2025-01,P03,45442.2,2025-02-10,2025-02-25,Mercado Pago
F532612,C4138,2025-03,P01,23549.69,2025-04-10,10/04/2025,Transferencia
F569593,C3500,2025-12,P01,31797.93,2026-01-10,2026-01-15,Débito automático
F540602,C3747,2025-05,P04,68106.82,2025-06-10,2025-06-10,Débito automático
F568653,C2403,2025-12,P03,60720.65,2026-01-10,2026-01-10,Mercado Pago
F523481,C3373,2025-01,P01,24107.45,2025-02-10,2025-02-10,Transferencia
F589194,C1911,2026-05,P02,45511.3,2026-06-10,2026-06-10,Débito automático
F524159,C4098,2025-01,P01,24135.07,2025-02-10,2025-02-12,Transferencia
F502147,C3147,2024-08,P03,41257.88,2024-09-10,,
F500818,C1818,2024-08,P05,75204.59,2024-09-10,13/09/2024,Efectivo / Sucursal
F545348,C4445,2025-06,P06,115703.87,2025-07-10,2025-07-10,Débito automático
F593479,C2111,2026-06,P02,45634.33,2026-07-10,2026-07-12,Tarjeta
F520290,C4451,2024-12,P03,44382.59,2025-01-10,2025-01-10,Efectivo / Sucursal
F568213,C1885,2025-12,P02,41473.23,2026-01-10,2026-01-15,Tarjeta
F589773,C2628,2026-05,P02,44589.83,2026-06-10,2026-06-10,Transferencia
F538701,C1641,2025-05,P06,113323.88,2025-06-10,2025-06-10,Débito automático
F534619,C1744,2025-04,P05,89811.75,2025-05-10,2025-05-10,Efectivo / Sucursal
F522010,C1824,2025-01,P01,24195.89,2025-02-10,2025-02-10,Débito automático
F575398,C5436,2026-01,P01,30028.34,2026-02-10,2026-02-10,Débito automático
F593251,C1828,2026-06,P02,45155.19,2026-07-10,2026-07-10,Transferencia
F576748,C2008,2026-02,P02,42357.65,2026-03-10,2026-03-10,Débito automático
F503465,C4465,2024-08,P01,22415.52,2024-09-10,2024-09-10,Débito automático
F571947,C1316,2026-01,P04,85115.35,2026-02-10,2026-02-10,Débito automático
F580330,C1278,2026-03,P06,135059.1,2026-04-10,2026-04-10,Efectivo / Sucursal
F598510,C3291,2026-07,P02,46510.81,2026-08-10,2026-08-10,Transferencia
F556331,C2697,2025-09,P04,73346.09,2025-10-10,10/10/2025,Mercado Pago
F584563,C1340,2026-04,P02,47682.16,2026-05-10,2026-05-10,Transferencia
F555488,C1741,2025-09,P01,28016.66,2025-10-10,10/10/2025,Débito automático
F526881,C2504,2025-02,P02,31987.19,2025-03-10,2025-03-10,Transferencia
F546472,C1028,2025-07,P05,90595.25,2025-08-10,2025-08-10,Débito automático
F554067,C4898,2025-08,P02,39677.9,2025-09-10,,
F512351,C4935,2024-10,P06,90802.23,2024-11-10,2024-11-13,Débito automático
F523027,C2894,2025-01,P02,31737.2,2025-02-10,,
F577917,C3411,2026-02,P03,61794.32,2026-03-10,2026-03-10,Débito automático
F512069,C4647,2024-10,P02,30573.07,2024-11-10,2024-11-10,Efectivo / Sucursal
F522777,C2630,2025-01,P06,107595.74,2025-02-10,2025-02-10,Débito automático
F562757,C5309,2025-10,P03,56820.74,2025-11-10,2025-11-10,Mercado Pago
F552473,C3061,2025-08,P01,28897.65,2025-09-10,2025-09-10,Transferencia
F552458,C3046,2025-08,P04,73960.62,2025-09-10,2025-09-20,Débito automático
F560908,C3137,2025-10,P02,37251.85,2025-11-10,10/11/2025,Débito automático
F538067,C5540,2025-04,P02,35780.92,2025-05-10,2025-05-23,Débito automático
F521814,C1621,2025-01,P01,24349.45,2025-02-10,10/02/2025,Mercado Pago
F547551,C2233,2025-07,P05,88042.01,2025-08-10,2025-08-13,Transferencia
F511030,C3588,2024-10,P04,59614.78,2024-11-10,11/11/2024,Transferencia
F513450,C1732,2024-11,P02,31083.09,2024-12-10,2024-12-10,Débito automático
F535154,C2334,2025-04,P04,67254.64,2025-05-10,2025-05-10,Débito automático
F555600,C1865,2025-09,P01,29325.85,2025-10-10,,
F524276,C4219,2025-01,P03,45680.55,2025-02-10,2025-02-10,Débito automático
F509839,C2376,2024-10,P03,41074.35,2024-11-10,2024-11-11,Mercado Pago
F574223,C4007,2026-01,P02,43463.67,2026-02-10,,
F520641,C4811,2024-12,P04,64328.27,2025-01-10,,
F596837,C1179,2026-07,P04,89850.34,2026-08-10,2026-08-10,Débito automático
F587003,C4337,2026-04,P01,33844.21,2026-05-10,2026-05-15,Débito automático
F574243,C4032,2026-01,P01,31158.01,2026-02-10,,
F537984,C5454,2025-04,P04,68413.65,2025-05-10,2025-05-10,Débito automático
F572539,C2005,2026-01,P01,31823.06,2026-02-10,24/02/2026,Transferencia
F565967,C4174,2025-11,P03,55669.07,2025-12-10,,
F559638,C1685,2025-10,P02,37863.82,2025-11-10,2025-11-11,Débito automático
F551231,C1664,2025-08,P06,117728.56,2025-09-10,2025-09-10,Transferencia
F518425,C2504,2024-12,P02,32906.87,2025-01-10,10/01/2025,Débito automático
F537586,C5013,2025-04,P01,25336.34,2025-05-10,2025-05-10,Débito automático
F561907,C4307,2025-10,P01,28420.87,2025-11-10,10/11/2025,Efectivo / Sucursal
F575989,C1111,2026-02,P02,41307.31,2026-03-10,2026-03-10,Mercado Pago
F593771,C2491,2026-06,P01,33257.48,2026-07-10,2026-07-10,Débito automático
F600433,C5795,2026-07,P06,149883.0,2026-08-10,2026-08-10,Débito automático
F557287,C3801,2025-09,P05,97781.16,2025-10-10,2025-10-10,Efectivo / Sucursal
F590453,C3485,2026-05,P02,45579.79,2026-06-10,2026-06-10,Débito automático
F555564,C1822,2025-09,P02,38028.23,2025-10-10,2025-10-10,Efectivo / Sucursal
F552357,C2932,2025-08,P06,121217.15,2025-09-10,2025-09-13,Débito automático
F582645,C4082,2026-03,P04,80513.28,2026-04-10,2026-04-10,Transferencia
F525919,C1480,2025-02,P04,64480.37,2025-03-10,,
F518127,C2196,2024-12,P06,104087.23,2025-01-10,10/01/2025,Débito automático
F504996,C1758,2024-09,P04,57154.09,2024-10-10,,
F546932,C1537,2025-07,P06,114624.54,2025-08-10,,
F526734,C2350,2025-02,P03,46031.19,2025-03-10,,
F534764,C1904,2025-04,P03,50056.63,2025-05-10,2025-05-10,Débito automático
F518697,C2783,2024-12,P04,64579.84,2025-01-10,,
F527131,C2766,2025-02,P04,64195.35,2025-03-10,,
F584694,C1496,2026-04,P01,34777.96,2026-05-10,10/05/2026,Transferencia
F576518,C1734,2026-02,P03,60542.63,2026-03-10,2026-03-10,Transferencia
F542148,C5490,2025-05,P06,115057.38,2025-06-10,13/06/2025,Transferencia
F565949,C4156,2025-11,P01,28201.82,2025-12-10,2025-12-13,Débito automático
F555384,C1625,2025-09,P02,39948.28,2025-10-10,2025-10-10,Débito automático
F525848,C1405,2025-02,P05,79816.71,2025-03-10,2025-03-10,Débito automático
F568571,C2311,2025-12,P02,42940.48,2026-01-10,2026-01-10,Transferencia
F551969,C2503,2025-08,P01,28977.9,2025-09-10,2025-09-10,Débito automático
F552502,C3097,2025-08,P01,27717.65,2025-09-10,2025-09-10,Transferencia
F579295,C5092,2026-02,P01,31281.89,2026-03-10,2026-03-10,Débito automático
F564810,C2810,2025-11,P04,77177.86,2025-12-10,2025-12-10,Efectivo / Sucursal
F573714,C3392,2026-01,P06,131564.23,2026-02-10,14/02/2026,Tarjeta
F519198,C3303,2024-12,P03,44858.41,2025-01-10,20/01/2025,Transferencia
F595196,C4296,2026-06,P04,89705.35,2026-07-10,,
F573942,C3658,2026-01,P02,42700.8,2026-02-10,2026-02-10,Débito automático
F508409,C5204,2024-09,P06,93681.96,2024-10-10,2024-10-16,Efectivo / Sucursal
F539115,C2100,2025-05,P02,35247.55,2025-06-10,2025-06-11,Débito automático
F553402,C4141,2025-08,P01,29020.55,2025-09-10,2025-09-10,Efectivo / Sucursal
F524989,C4962,2025-01,P04,64059.99,2025-02-10,10/02/2025,Efectivo / Sucursal
F599135,C4112,2026-07,P01,33476.63,2026-08-10,,
F568938,C2727,2025-12,P01,30745.7,2026-01-10,2026-01-14,Efectivo / Sucursal
F575692,C5764,2026-01,P01,30853.32,2026-02-10,2026-02-10,Transferencia
F563794,C1638,2025-11,P03,53116.79,2025-12-10,21/12/2025,Transferencia
F591368,C4660,2026-05,P06,148609.47,2026-06-10,2026-06-13,Efectivo / Sucursal
F538130,C1021,2025-05,P01,27516.71,2025-06-10,2025-06-11,Mercado Pago
F600783,C6178,2026-07,P04,90312.02,2026-08-10,2026-08-10,Mercado Pago
F562079,C4511,2025-10,P04,75348.91,2025-11-10,,
F587347,C4780,2026-04,P06,145756.65,2026-05-10,,
F506636,C3410,2024-09,P03,42207.48,2024-10-10,,
F559092,C1071,2025-10,P01,28540.69,2025-11-10,2025-11-10,Débito automático
F570142,C4157,2025-12,P02,43882.39,2026-01-10,,
F558288,C4961,2025-09,P01,28193.41,2025-10-10,2025-10-10,Débito automático
F553639,C4413,2025-08,P04,73924.77,2025-09-10,2025-09-10,Transferencia
F544537,C3517,2025-06,P03,49396.81,2025-07-10,2025-07-10,Débito automático
F599230,C4228,2026-07,P01,35383.68,2026-08-10,2026-08-10,Débito automático
F581314,C2469,2026-03,P03,60668.62,2026-04-10,,
F573631,C3294,2026-01,P01,30395.35,2026-02-10,,
F557370,C3902,2025-09,P05,96126.02,2025-10-10,2025-10-10,Débito automático
F552018,C2555,2025-08,P03,55159.42,2025-09-10,,
F563130,C5726,2025-10,P01,27361.57,2025-11-10,10/11/2025,Débito automático
F506282,C3052,2024-09,P04,57364.71,2024-10-10,,
F506461,C3233,2024-09,P06,95466.13,2024-10-10,2024-10-20,Tarjeta
F569449,C3324,2025-12,P03,59055.27,2026-01-10,2026-01-10,Débito automático
F548446,C3236,2025-07,P01,25589.34,2025-08-10,,
F514648,C2970,2024-11,P05,74539.93,2024-12-10,2024-12-10,Transferencia
F539359,C2372,2025-05,P03,50367.71,2025-06-10,2025-06-10,Débito automático
F595394,C4560,2026-06,P06,153459.54,2026-07-10,2026-07-14,Débito automático
F591270,C4522,2026-05,P01,32404.28,2026-06-10,2026-06-19,Débito automático
F587558,C5040,2026-04,P03,65473.56,2026-05-10,2026-05-10,Mercado Pago
F565606,C3740,2025-11,P03,54868.55,2025-12-10,,
F544808,C3827,2025-06,P01,25535.86,2025-07-10,10/07/2025,Mercado Pago
F563343,C1121,2025-11,P02,39652.35,2025-12-10,2025-12-25,Débito automático
F522618,C2468,2025-01,P03,45073.44,2025-02-10,2025-02-10,Mercado Pago
F596391,C5833,2026-06,P03,64100.94,2026-07-10,2026-07-10,Débito automático
F544181,C3115,2025-06,P01,26426.34,2025-07-10,2025-07-10,Transferencia
F543294,C2129,2025-06,P01,26230.95,2025-07-10,,
F517393,C1428,2024-12,P02,33989.79,2025-01-10,2025-01-10,Transferencia
F569095,C2909,2025-12,P01,31047.13,2026-01-10,2026-01-10,Efectivo / Sucursal
F551573,C2049,2025-08,P02,38798.07,2025-09-10,2025-09-10,Débito automático
F530116,C1435,2025-03,P02,32694.52,2025-04-10,2025-04-10,Débito automático
F515587,C3943,2024-11,P02,29242.31,2024-12-10,2024-12-10,Efectivo / Sucursal
F593637,C2324,2026-06,P02,46876.82,2026-07-10,2026-07-10,Débito automático
F541594,C4866,2025-05,P02,36454.49,2025-06-10,2025-06-21,Transferencia
F535647,C2871,2025-04,P01,25924.27,2025-05-10,,
F548145,C2897,2025-07,P02,36306.7,2025-08-10,2025-08-10,Transferencia
F587210,C4611,2026-04,P05,116355.03,2026-05-10,2026-05-10,Tarjeta
F573776,C3471,2026-01,P02,41140.85,2026-02-10,11/02/2026,Tarjeta
F551140,C1559,2025-08,P01,28114.81,2025-09-10,16/09/2025,Débito automático
F517104,C1125,2024-12,P01,24037.73,2025-01-10,2025-01-10,Débito automático
F541465,C4728,2025-05,P05,88604.8,2025-06-10,10/06/2025,Débito automático
F540339,C3450,2025-05,P06,114007.64,2025-06-10,2025-06-10,Transferencia
F550952,C1357,2025-08,P02,37771.23,2025-09-10,,
F591701,C5077,2026-05,P04,90499.25,2026-06-10,2026-06-23,Transferencia
F551330,C1773,2025-08,P01,28484.66,2025-09-10,2025-09-10,Transferencia
F587705,C5224,2026-04,P03,67334.79,2026-05-10,2026-05-10,Débito automático
F504843,C1603,2024-09,P02,30801.28,2024-10-10,2024-10-16,Mercado Pago
F568528,C2258,2025-12,P02,42080.11,2026-01-10,,
F600354,C5702,2026-07,P02,46284.26,2026-08-10,,
F579364,C5177,2026-02,P02,41849.01,2026-03-10,,
F579723,C5618,2026-02,P01,30762.07,2026-03-10,,
F585900,C2963,2026-04,P02,45938.34,2026-05-10,2026-05-10,Efectivo / Sucursal
F584161,C5922,2026-03,P03,60657.1,2026-04-10,2026-04-10,Mercado Pago
F600286,C5611,2026-07,P03,62241.54,2026-08-10,2026-08-10,Débito automático
F529440,C5231,2025-02,P03,45546.33,2025-03-10,2025-03-25,Transferencia
F517344,C1378,2024-12,P01,24851.21,2025-01-10,2025-01-10,Débito automático
F502195,C3195,2024-08,P02,30889.53,2024-09-10,2024-09-25,Débito automático
F521050,C5233,2024-12,P02,32686.31,2025-01-10,10/01/2025,Débito automático
F584414,C1163,2026-04,P02,44458.35,2026-05-10,2026-05-11,Mercado Pago
F568537,C2268,2025-12,P03,58206.29,2026-01-10,,
F508031,C4822,2024-09,P02,30835.54,2024-10-10,2024-10-28,Débito automático
F515739,C4099,2024-11,P04,58959.79,2024-12-10,2024-12-23,Débito automático
F506583,C3357,2024-09,P06,92474.92,2024-10-10,2024-10-11,Débito automático
F557670,C4250,2025-09,P03,54031.93,2025-10-10,2025-10-14,Mercado Pago
F504490,C1248,2024-09,P02,29998.68,2024-10-10,2024-10-10,Débito automático
F598176,C2864,2026-07,P06,146553.04,2026-08-10,2026-08-10,Mercado Pago
F523468,C3360,2025-01,P01,23397.95,2025-02-10,2025-02-10,Débito automático
F526783,C2402,2025-02,P04,61538.08,2025-03-10,2025-03-10,Mercado Pago
F544559,C3540,2025-06,P03,50464.27,2025-07-10,2025-07-21,Débito automático
F532283,C3775,2025-03,P05,81847.72,2025-04-10,10/04/2025,Mercado Pago
F567273,C5710,2025-11,P04,77014.11,2025-12-10,2025-12-13,Débito automático
F508688,C1202,2024-10,P06,97317.36,2024-11-10,2024-11-10,Transferencia
F577352,C2731,2026-02,P03,59409.62,2026-03-10,2026-03-10,Mercado Pago
F566744,C5094,2025-11,P01,27822.97,2025-12-10,2025-12-10,Débito automático
F523535,C3432,2025-01,P04,66749.37,2025-02-10,2025-02-22,Débito automático
F537139,C4522,2025-04,P01,26254.89,2025-05-10,2025-05-10,Mercado Pago
F597407,C1888,2026-07,P03,65133.37,2026-08-10,2026-08-10,Débito automático
F517792,C1840,2024-12,P01,23708.57,2025-01-10,2025-01-10,Débito automático
F539186,C2177,2025-05,P03,50357.47,2025-06-10,2025-06-10,Débito automático
F540802,C3987,2025-05,P02,36542.04,2025-06-10,2025-06-10,Débito automático
F537228,C4621,2025-04,P02,35346.94,2025-05-10,13/05/2025,Tarjeta
F580145,C1063,2026-03,P06,130719.0,2026-04-10,,
F504482,C1240,2024-09,P04,59517.23,2024-10-10,2024-10-12,Débito automático
F531938,C3395,2025-03,P04,62527.78,2025-04-10,2025-04-10,Transferencia
F538860,C1813,2025-05,P03,49389.97,2025-06-10,2025-06-10,Efectivo / Sucursal
F550198,C5236,2025-07,P01,26506.0,2025-08-10,2025-08-18,Débito automático
F521494,C1284,2025-01,P03,47579.44,2025-02-10,2025-02-10,Débito automático
F545962,C5132,2025-06,P02,36261.29,2025-07-10,2025-07-10,Débito automático
F506340,C3111,2024-09,P01,22426.23,2024-10-10,2024-10-10,Efectivo / Sucursal
F588748,C1366,2026-05,P02,46121.18,2026-06-10,2026-06-10,Transferencia
F583862,C5593,2026-03,P06,135076.32,2026-04-10,2026-04-11,Mercado Pago
F519755,C3890,2024-12,P02,33206.34,2025-01-10,2025-01-10,Débito automático
F573361,C2976,2026-01,P05,106831.9,2026-02-10,2026-02-10,Débito automático
F534645,C1773,2025-04,P01,25907.43,2025-05-10,2025-05-10,Efectivo / Sucursal
F589885,C2770,2026-05,P02,46936.67,2026-06-10,2026-06-10,Débito automático
F561150,C3419,2025-10,P06,126337.08,2025-11-10,10/11/2025,Débito automático
F550843,C1231,2025-08,P04,76030.72,2025-09-10,2025-09-15,Mercado Pago
F559324,C1333,2025-10,P01,28602.75,2025-11-10,2025-11-15,Mercado Pago
F506228,C2998,2024-09,P02,30141.21,2024-10-10,2024-10-10,Débito automático
F554466,C5370,2025-08,P02,38843.53,2025-09-10,2025-09-10,Débito automático
F510288,C2829,2024-10,P05,75212.63,2024-11-10,2024-11-10,Débito automático
F550593,C5671,2025-07,P03,50420.96,2025-08-10,2025-08-18,Transferencia
F503463,C4463,2024-08,P03,42686.78,2024-09-10,2024-09-10,Efectivo / Sucursal
F575836,C5912,2026-01,P01,31203.15,2026-02-10,2026-02-13,Transferencia
F581375,C2538,2026-03,P03,59890.82,2026-04-10,2026-04-10,Transferencia
F535629,C2851,2025-04,P04,69213.03,2025-05-10,18/05/2025,Tarjeta
F528890,C4647,2025-02,P02,33470.98,2025-03-10,11/03/2025,Débito automático
F555908,C2223,2025-09,P01,26988.04,2025-10-10,2025-10-10,Débito automático
F552219,C2780,2025-08,P06,119605.63,2025-09-10,2025-09-19,Transferencia
F579463,C5301,2026-02,P02,42444.13,2026-03-10,2026-03-10,Débito automático
F558190,C4850,2025-09,P04,76382.13,2025-10-10,2025-10-10,Débito automático
F588202,C5830,2026-04,P02,45153.77,2026-05-10,2026-05-10,Mercado Pago
F552881,C3529,2025-08,P02,38883.81,2025-09-10,10/09/2025,Mercado Pago
F597101,C1504,2026-07,P03,65686.39,2026-08-10,2026-08-10,Mercado Pago
F548533,C3333,2025-07,P04,68467.49,2025-08-10,2025-08-13,Mercado Pago
F555043,C1241,2025-09,P06,125060.62,2025-10-10,2025-10-10,Efectivo / Sucursal
F571810,C1157,2026-01,P02,41560.34,2026-02-10,2026-02-10,Débito automático
F520006,C4156,2024-12,P01,24183.4,2025-01-10,2025-01-10,Tarjeta
F536513,C3825,2025-04,P02,35230.75,2025-05-10,10/05/2025,Transferencia
F533921,C5535,2025-03,P04,61593.34,2025-04-10,,
F513961,C2264,2024-11,P06,94466.35,2024-12-10,2024-12-12,Mercado Pago
F528981,C4743,2025-02,P06,103716.69,2025-03-10,2025-03-10,Mercado Pago
F553147,C3837,2025-08,P03,54172.54,2025-09-10,2025-09-19,Mercado Pago
F572913,C2457,2026-01,P01,30655.35,2026-02-10,,
F543758,C2640,2025-06,P05,91611.51,2025-07-10,2025-07-17,Débito automático
F559473,C1499,2025-10,P02,37858.91,2025-11-10,10/11/2025,Transferencia
F562973,C5565,2025-10,P04,75967.88,2025-11-10,2025-11-10,Débito automático
F534908,C2064,2025-04,P01,25764.31,2025-05-10,2025-05-10,Mercado Pago
F506560,C3333,2024-09,P04,57338.16,2024-10-10,2024-10-10,Mercado Pago
F522147,C1970,2025-01,P05,80906.25,2025-02-10,,
F539074,C2052,2025-05,P02,36455.27,2025-06-10,2025-06-10,Mercado Pago
F505011,C1773,2024-09,P01,22151.62,2024-10-10,10/10/2024,Débito automático
F557417,C3958,2025-09,P01,28248.36,2025-10-10,2025-10-10,Débito automático
F569169,C2998,2025-12,P02,42972.45,2026-01-10,2026-01-18,Transferencia
F566386,C4675,2025-11,P03,55490.52,2025-12-10,,
F519245,C3353,2024-12,P03,46367.38,2025-01-10,2025-01-10,Transferencia
F544312,C3264,2025-06,P06,110069.77,2025-07-10,2025-07-10,Transferencia
F524243,C4185,2025-01,P02,32386.33,2025-02-10,,
F571374,C5624,2025-12,P02,42932.1,2026-01-10,2026-01-16,Transferencia
F588392,C6030,2026-04,P02,45148.87,2026-05-10,17/05/2026,Mercado Pago
F530502,C1847,2025-03,P05,84113.04,2025-04-10,2025-04-10,Débito automático
F507043,C3824,2024-09,P03,41677.86,2024-10-10,2024-10-10,Mercado Pago
F573962,C3683,2026-01,P02,41588.91,2026-02-10,,
F588873,C1514,2026-05,P03,65450.17,2026-06-10,2026-06-10,Mercado Pago
F561016,C3265,2025-10,P06,121660.03,2025-11-10,2025-11-11,Efectivo / Sucursal
F568524,C2254,2025-12,P04,82996.66,2026-01-10,2026-01-10,Mercado Pago
F558332,C5017,2025-09,P02,39036.64,2025-10-10,,
F548561,C3365,2025-07,P01,25188.75,2025-08-10,,
F505456,C2224,2024-09,P05,74866.43,2024-10-10,,
F578077,C3597,2026-02,P01,30191.84,2026-03-10,2026-03-10,Transferencia
F546044,C5220,2025-06,P02,36553.45,2025-07-10,2025-07-10,Débito automático
F525548,C1086,2025-02,P04,64009.04,2025-03-10,2025-03-10,Tarjeta
F539581,C2608,2025-05,P05,94055.54,2025-06-10,2025-06-10,Débito automático
F567969,C1597,2025-12,P01,31043.91,2026-01-10,2026-01-10,Transferencia
F521529,C1322,2025-01,P05,79605.28,2025-02-10,,
F575925,C1036,2026-02,P01,30917.97,2026-03-10,2026-03-11,Efectivo / Sucursal
F568947,C2737,2025-12,P01,31330.29,2026-01-10,,
F561874,C4273,2025-10,P01,27652.3,2025-11-10,2025-11-10,Débito automático
F599916,C5130,2026-07,P04,90986.02,2026-08-10,2026-08-10,Débito automático
F532559,C4082,2025-03,P04,62346.78,2025-04-10,2025-04-18,Débito automático
F547555,C2238,2025-07,P01,26342.41,2025-08-10,2025-08-10,Débito automático
F530133,C1452,2025-03,P01,24307.51,2025-04-10,2025-04-14,Transferencia
F521506,C1297,2025-01,P03,45752.48,2025-02-10,2025-02-11,Mercado Pago
F538997,C1965,2025-05,P02,35858.49,2025-06-10,2025-06-21,Débito automático
F526037,C1604,2025-02,P02,33300.06,2025-03-10,,
F562205,C4664,2025-10,P04,75533.79,2025-11-10,,
