id_ticket,id_cliente,fecha_apertura,fecha_cierre,categoria,canal,prioridad,satisfaccion
T904232,C3869,2024-11-27 13:00:00,2024-11-29 15:04:37,Consulta comercial,Telefónico,Baja,
T900307,C2032,2024-08-12 16:00:00,2024-08-13 11:55:54,Conexión lenta / intermitencia,Portal web,Baja,4.0
T927016,C2417,2026-04-24 16:00:00,2026-04-24 22:43:18,Sin conexión,WhatsApp,Alta,3.0
T909946,C5433,2025-02-26 15:00:00,2025-02-27 03:27:37,Sin conexión,Telefónico,Alta,3.0
T924220,C2090,2026-02-24 09:00:00,2026-02-25 03:33:54,Conexión lenta / intermitencia,Telefónico,Media,4.0
T920997,C3112,2025-12-19 14:00:00,2025-12-20 12:18:59,Conexión lenta / intermitencia,Telefónico,Media,
T901925,C3973,2024-09-06 08:00:00,2024-09-06 18:46:15,WiFi / equipos,Telefónico,Media,5.0
T918499,C3136,2025-10-14 12:00:00,2025-10-14 15:45:10,Facturación,Telefónico,Media,
T921455,C4375,2025-12-08 10:00:00,2025-12-09 02:58:52,Sin conexión,Telefónico,Media,2.0
T926986,C2285,2026-04-16 19:00:00,2026-04-17 14:50:39,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T918517,C3179,2025-10-20 09:00:00,2025-10-20 22:32:53,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T918083,C1473,2025-10-09 11:00:00,2025-10-09 21:57:43,Cambio de plan,Sucursal,Media,4.0
T904302,C4154,2024-11-03 18:00:00,2024-11-05 01:31:20,WiFi / equipos,Telefónico,Baja,3.0
T915814,C1582,2025-08-03 18:00:00,2025-08-04 04:52:41,Sin conexión,WhatsApp,Alta,4.0
T909378,C4070,2025-02-28 11:00:00,2025-03-02 22:24:00,Cambio de plan,Portal web,Baja,
T919472,C2400,2025-11-11 12:00:00,2025-11-15 08:42:16,Sin conexión,Telefónico,Baja,2.0
T910457,C2844,2025-03-11 17:00:00,2025-03-13 13:33:23,Cambio de plan,WhatsApp,Baja,2.0
T900261,C1890,2024-08-10 14:00:00,2024-08-12 17:50:51,Facturación,WhatsApp,Baja,
T921944,C5759,2025-12-22 15:00:00,2025-12-23 19:43:52,Sin conexión,Telefónico,Media,4.0
T901092,C5074,2024-08-06 18:00:00,2024-08-07 12:42:58,Sin conexión,Telefónico,Media,4.0
T906932,C2215,2025-01-07 15:00:00,2025-01-07 21:02:36,Sin conexión,Telefónico,Alta,
T920852,C2634,2025-12-29 09:00:00,2025-12-30 07:29:34,WiFi / equipos,Telefónico,Media,5.0
T921246,C3793,2025-12-05 12:00:00,2025-12-12 20:37:25,WiFi / equipos,Telefónico,Baja,
T922760,C2986,2026-01-05 13:00:00,2026-01-06 21:25:29,Sin conexión,WhatsApp,Media,5.0
T913464,C1237,2025-06-25 09:00:00,2025-06-26 07:05:12,Cambio de plan,Telefónico,Baja,5.0
T916917,C1519,2025-09-29 13:00:00,2025-09-30 05:48:59,Conexión lenta / intermitencia,WhatsApp,Media,
T902418,C1503,2024-10-16 19:00:00,2024-10-17 03:07:02,WiFi / equipos,WhatsApp,Alta,4.0
T904677,C1196,2024-12-19 08:00:00,2024-12-23 20:11:51,Sin conexión,Telefónico,Baja,1.0
T902922,C3361,2024-10-10 10:00:00,2024-10-10 23:58:15,Sin conexión,Telefónico,Media,4.0
T923413,C4885,2026-01-20 17:00:00,2026-01-26 05:02:00,Sin conexión,Telefónico,Media,3.0
T902250,C5132,2024-09-05 16:00:00,2024-09-05 21:05:52,WiFi / equipos,Telefónico,Media,5.0
T915420,C4579,2025-07-17 12:00:00,2025-07-17 22:56:33,Sin conexión,WhatsApp,Alta,
T905480,C3108,2024-12-04 18:00:00,2024-12-08 12:09:29,Conexión lenta / intermitencia,WhatsApp,Baja,1.0
T919474,C2404,2025-11-09 09:00:00,2025-11-09 23:20:15,Cambio de plan,Sucursal,Media,
T930587,C3202,2026-07-04 15:00:00,2026-07-05 20:33:50,Sin conexión,WhatsApp,Baja,5.0
T918293,C2303,2025-10-01 12:00:00,2025-10-05 13:44:52,Instalación,Sucursal,Media,2.0
T909458,C4239,2025-02-07 10:00:00,2025-02-11 16:55:28,Consulta comercial,Telefónico,Baja,2.0
T905274,C2612,2024-12-25 13:00:00,2024-12-25 19:33:33,Conexión lenta / intermitencia,WhatsApp,Alta,
T902460,C1673,2024-10-13 11:00:00,2024-10-14 16:45:26,Sin conexión,WhatsApp,Media,4.0
T913486,C1362,2025-06-10 15:00:00,2025-06-11 04:45:23,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T910548,C3187,2025-03-13 15:00:00,2025-03-14 12:27:38,Consulta comercial,Telefónico,Media,
T908622,C2155,2025-02-12 08:00:00,2025-02-13 17:32:17,Instalación,Telefónico,Baja,
T911159,C5412,2025-03-24 08:00:00,2025-03-25 05:11:33,Consulta comercial,WhatsApp,Media,5.0
T926463,C5117,2026-03-29 12:00:00,2026-03-30 06:26:37,Facturación,Telefónico,Media,4.0
T930878,C4619,2026-07-27 17:00:00,2026-07-30 20:06:18,Facturación,WhatsApp,Media,3.0
T928068,C2031,2026-05-16 13:00:00,2026-05-16 17:41:19,Facturación,Telefónico,Alta,
T924587,C3097,2026-02-18 09:00:00,2026-02-18 14:21:50,Sin conexión,Sucursal,Alta,
T919069,C5461,2025-10-23 09:00:00,2025-10-24 03:31:08,Sin conexión,Portal web,Media,4.0
T905488,C3120,2024-12-02 18:00:00,2024-12-03 09:16:14,Corte programado,Telefónico,Media,5.0
T903339,C5021,2024-10-17 12:00:00,2024-10-17 14:36:03,WiFi / equipos,Telefónico,Alta,
T930226,C1458,2026-07-01 11:00:00,2026-07-02 00:50:06,Conexión lenta / intermitencia,Telefónico,Media,4.0
T928943,C5945,2026-05-10 15:00:00,2026-05-12 13:28:14,Sin conexión,Telefónico,Baja,
T906061,C4541,2024-12-09 19:00:00,2024-12-10 18:35:40,Sin conexión,Portal web,Media,
T917777,C4977,2025-09-28 16:00:00,2025-09-29 01:07:57,Sin conexión,WhatsApp,Alta,5.0
T904349,C4394,2024-11-27 17:00:00,2024-11-28 13:10:43,Facturación,WhatsApp,Alta,4.0
T926577,C5661,2026-03-26 14:00:00,2026-03-27 07:26:40,Sin conexión,Telefónico,Baja,5.0
T907471,C3550,2025-01-28 15:00:00,2025-01-30 20:17:13,Facturación,Sucursal,Baja,
T903692,C1973,2024-11-05 14:00:00,2024-11-05 22:23:25,Sin conexión,Telefónico,Media,
T915291,C4064,2025-07-19 16:00:00,2025-07-20 15:38:29,Facturación,Telefónico,Media,
T904396,C4570,2024-11-30 16:00:00,2024-12-01 00:16:49,WiFi / equipos,Sucursal,Media,4.0
T906206,C4889,2024-12-26 09:00:00,2024-12-26 13:50:26,Conexión lenta / intermitencia,Sucursal,Alta,
T901840,C3610,2024-09-01 20:00:00,2024-09-02 17:56:02,Corte programado,Telefónico,Baja,
T912187,C5106,2025-04-13 16:00:00,2025-04-19 15:10:43,Sin conexión,WhatsApp,Baja,1.0
T918057,C1321,2025-10-23 18:00:00,2025-10-24 09:05:06,Sin conexión,Telefónico,Media,3.0
T903340,C5027,2024-10-27 20:00:00,2024-10-27 23:45:33,Sin conexión,WhatsApp,Alta,
T905213,C2473,2024-12-20 09:00:00,2024-12-22 12:51:40,Corte programado,WhatsApp,Baja,
T918752,C4225,2025-10-08 20:00:00,2025-10-09 17:09:21,Conexión lenta / intermitencia,Sucursal,Media,4.0
T917005,C1834,2025-09-13 18:00:00,2025-09-14 13:14:09,Sin conexión,Telefónico,Baja,5.0
T902629,C2308,2024-10-01 09:00:00,2024-10-02 17:16:03,Conexión lenta / intermitencia,WhatsApp,Media,
T926233,C4044,2026-03-19 11:00:00,2026-03-19 18:16:32,Sin conexión,Telefónico,Alta,4.0
T914701,C1560,2025-07-11 14:00:00,2025-07-11 22:00:38,Conexión lenta / intermitencia,Sucursal,Media,4.0
T916785,C1070,2025-09-05 17:00:00,2025-09-06 12:20:43,Instalación,Email,Baja,4.0
T910904,C4496,2025-03-01 09:00:00,2025-03-01 19:51:42,WiFi / equipos,Telefónico,Alta,
T930576,C3139,2026-07-03 12:00:00,,WiFi / equipos,Telefónico,Baja,
T902000,C4247,2024-09-21 13:00:00,2024-09-22 09:58:09,Consulta comercial,Telefónico,Alta,2.0
T903882,C2618,2024-11-07 14:00:00,2024-11-07 18:25:23,Sin conexión,Sucursal,Alta,
T928721,C5011,2026-05-02 11:00:00,2026-05-02 17:33:00,WiFi / equipos,Sucursal,Media,4.0
T930873,C4611,2026-07-08 09:00:00,2026-07-08 17:35:56,Sin conexión,Telefónico,Alta,5.0
T928498,C3955,2026-05-01 12:00:00,2026-05-05 05:23:10,Conexión lenta / intermitencia,Email,Baja,1.0
T918859,C4594,2025-10-13 18:00:00,2025-10-13 20:21:15,Corte programado,Telefónico,Alta,5.0
T927712,C5538,2026-04-04 09:00:00,2026-04-04 15:12:05,Sin conexión,Telefónico,Alta,5.0
T913474,C1305,2025-06-10 19:00:00,2025-06-13 17:24:51,Cambio de plan,WhatsApp,Media,
T930132,C1071,2026-07-27 20:00:00,,Sin conexión,Telefónico,Alta,
T918192,C1905,2025-10-22 10:00:00,2025-10-22 20:28:01,Conexión lenta / intermitencia,WhatsApp,Alta,
T905748,C3727,2024-12-21 14:00:00,2024-12-22 22:58:10,Consulta comercial,Telefónico,Media,
T928069,C2031,2026-05-25 11:00:00,2026-05-26 12:41:43,Conexión lenta / intermitencia,WhatsApp,Media,
T903466,C1152,2024-11-23 08:00:00,2024-11-25 05:36:09,Consulta comercial,Telefónico,Baja,
T918968,C5088,2025-10-11 13:00:00,2025-10-12 13:14:23,Sin conexión,WhatsApp,Media,4.0
T910898,C4474,2025-03-17 15:00:00,2025-03-19 16:32:15,WiFi / equipos,Telefónico,Baja,
T910364,C2492,2025-03-19 11:00:00,2025-03-19 14:50:51,Sin conexión,Email,Alta,
T918330,C2450,2025-10-21 09:00:00,2025-10-21 19:49:05,Consulta comercial,Portal web,Alta,
T900755,C3748,2024-08-15 16:00:00,2024-08-17 17:55:26,Sin conexión,Telefónico,Baja,
T900444,C2536,2024-08-28 11:00:00,2024-08-28 16:08:30,Conexión lenta / intermitencia,Telefónico,Alta,
T918796,C4375,2025-10-10 20:00:00,2025-10-13 04:36:46,Facturación,WhatsApp,Baja,
T900973,C4556,2024-08-23 19:00:00,2024-08-24 23:27:50,Consulta comercial,Sucursal,Baja,2.0
T916761,C5721,2025-08-16 14:00:00,2025-08-17 00:26:54,Sin conexión,Telefónico,Media,5.0
T911653,C2825,2025-04-14 08:00:00,2025-04-15 00:38:58,Conexión lenta / intermitencia,Telefónico,Media,
T921211,C3696,2025-12-08 08:00:00,2025-12-10 15:49:23,Conexión lenta / intermitencia,WhatsApp,Baja,
T900826,C4006,2024-08-23 12:00:00,2024-08-23 23:59:12,Consulta comercial,Telefónico,Media,5.0
T917089,C2218,2025-09-16 19:00:00,2025-09-17 03:43:27,Sin conexión,Portal web,Media,
T922591,C2575,2026-01-19 14:00:00,2026-01-23 20:12:46,WiFi / equipos,Telefónico,Baja,
T912205,C5156,2025-04-10 15:00:00,2025-04-11 04:50:17,Conexión lenta / intermitencia,Sucursal,Media,5.0
T913143,C4511,2025-05-26 16:00:00,2025-05-28 04:19:39,Conexión lenta / intermitencia,Telefónico,Baja,
T920398,C1352,2025-12-16 15:00:00,2025-12-19 22:33:11,Consulta comercial,Telefónico,Baja,1.0
T914031,C3498,2025-06-08 19:00:00,2025-06-11 21:51:25,Consulta comercial,Telefónico,Media,
T922681,C2798,2026-01-21 20:00:00,2026-01-22 08:54:17,Sin conexión,Portal web,Media,5.0
T919510,C2577,2025-11-22 13:00:00,2025-11-23 03:37:33,Facturación,Telefónico,Media,
T910530,C3132,2025-03-09 10:00:00,2025-03-09 20:55:35,Instalación,Telefónico,Alta,
T916327,C3776,2025-08-02 19:00:00,2025-08-03 04:38:10,Cambio de plan,Telefónico,Alta,4.0
T916192,C3194,2025-08-26 16:00:00,2025-08-27 09:41:39,Consulta comercial,Telefónico,Media,
T903443,C1084,2024-11-29 19:00:00,2024-11-30 04:34:55,Sin conexión,Sucursal,Alta,5.0
T906821,C1951,2025-01-26 09:00:00,2025-01-28 16:08:37,Conexión lenta / intermitencia,Telefónico,Baja,
T919986,C4696,2025-11-30 11:00:00,2025-12-02 09:53:18,Conexión lenta / intermitencia,WhatsApp,Baja,
T919575,C2840,2025-11-19 08:00:00,2025-11-20 16:36:33,Sin conexión,Telefónico,Media,3.0
T902338,C1198,2024-10-15 10:00:00,2024-10-16 00:05:09,Conexión lenta / intermitencia,Telefónico,Media,
T908639,C2202,2025-02-22 18:00:00,2025-02-25 21:56:34,Conexión lenta / intermitencia,Telefónico,Media,2.0
T903067,C3974,2024-10-12 15:00:00,2024-10-14 16:58:32,Corte programado,WhatsApp,Baja,
T907983,C4898,2025-01-10 08:00:00,2025-01-15 06:03:52,Conexión lenta / intermitencia,Telefónico,Media,2.0
T927479,C4442,2026-04-13 11:00:00,2026-04-14 00:45:09,Conexión lenta / intermitencia,Telefónico,Media,4.0
T921461,C4388,2025-12-11 12:00:00,2025-12-20 20:40:17,Consulta comercial,WhatsApp,Baja,
T913814,C2666,2025-06-18 12:00:00,2025-06-19 08:58:35,Facturación,Portal web,Baja,
T912994,C3849,2025-05-24 11:00:00,2025-05-27 09:03:55,Corte programado,Portal web,Media,
T915720,C1167,2025-08-19 20:00:00,2025-08-20 16:53:40,Corte programado,WhatsApp,Media,
T922847,C3212,2026-01-14 09:00:00,2026-01-14 17:54:02,WiFi / equipos,Telefónico,Alta,3.0
T916319,C3735,2025-08-22 19:00:00,2025-08-25 01:25:26,Sin conexión,Sucursal,Baja,
T927224,C3312,2026-04-06 18:00:00,2026-04-07 02:07:27,WiFi / equipos,WhatsApp,Alta,4.0
T901935,C4008,2024-09-02 14:00:00,2024-09-02 22:43:45,Sin conexión,Email,Media,
T904695,C1233,2024-12-18 11:00:00,2024-12-18 18:29:14,Conexión lenta / intermitencia,WhatsApp,Alta,
T907742,C4274,2025-01-30 16:00:00,2025-02-01 22:32:02,WiFi / equipos,Telefónico,Media,3.0
T905527,C3209,2024-12-04 12:00:00,2024-12-05 02:25:20,Consulta comercial,Telefónico,Media,5.0
T925868,C2410,2026-03-18 18:00:00,2026-03-20 04:27:16,Conexión lenta / intermitencia,Telefónico,Media,4.0
T908273,C1207,2025-02-20 14:00:00,2025-02-21 04:18:22,Sin conexión,Email,Media,
T919935,C4457,2025-11-15 13:00:00,2025-11-16 23:29:58,WiFi / equipos,Telefónico,Baja,3.0
T920203,C5643,2025-11-05 11:00:00,2025-11-06 14:15:57,WiFi / equipos,Telefónico,Media,
T903767,C2271,2024-11-03 10:00:00,2024-11-04 10:28:00,Sin conexión,Sucursal,Media,
T919133,C5715,2025-10-13 11:00:00,2025-10-13 15:27:20,WiFi / equipos,Sucursal,Alta,
T929261,C2225,2026-06-03 20:00:00,2026-06-04 21:30:29,WiFi / equipos,WhatsApp,Baja,4.0
T920413,C1403,2025-12-21 19:00:00,2025-12-22 23:17:49,Conexión lenta / intermitencia,Telefónico,Media,5.0
T901050,C4886,2024-08-31 11:00:00,2024-08-31 19:36:58,Corte programado,Telefónico,Media,5.0
T920472,C1530,2025-12-23 15:00:00,2025-12-24 07:20:14,Corte programado,Telefónico,Baja,4.0
T913338,C5375,2025-05-16 12:00:00,2025-05-17 13:49:00,Conexión lenta / intermitencia,WhatsApp,Media,3.0
T912553,C2026,2025-05-27 16:00:00,2025-05-28 06:50:38,Facturación,Portal web,Media,
T925495,C5867,2026-02-25 09:00:00,2026-02-26 06:03:58,Sin conexión,WhatsApp,Baja,5.0
T921490,C4480,2025-12-26 12:00:00,2025-12-27 04:24:33,Corte programado,Telefónico,Media,4.0
T913586,C1732,2025-06-20 14:00:00,2025-06-20 19:47:48,WiFi / equipos,WhatsApp,Alta,4.0
T920792,C2467,2025-12-21 09:00:00,2025-12-21 12:30:14,Sin conexión,Email,Alta,5.0
T916021,C2528,2025-08-15 15:00:00,2025-08-16 03:52:49,Conexión lenta / intermitencia,Portal web,Baja,3.0
T922187,C1485,2026-01-14 15:00:00,2026-01-16 13:55:21,Facturación,Telefónico,Baja,3.0
T910049,C1269,2025-03-09 17:00:00,2025-03-10 11:52:36,WiFi / equipos,WhatsApp,Media,4.0
T904618,C5370,2024-11-22 14:00:00,2024-11-22 18:02:09,Sin conexión,Sucursal,Alta,3.0
T900909,C4327,2024-08-31 11:00:00,2024-09-02 13:14:22,WiFi / equipos,Telefónico,Baja,
T920381,C1307,2025-12-24 14:00:00,2025-12-25 19:46:23,Sin conexión,WhatsApp,Media,
T923315,C4599,2026-01-15 20:00:00,2026-01-16 04:59:58,Sin conexión,Portal web,Media,5.0
T930753,C3987,2026-07-10 14:00:00,2026-07-12 15:53:49,Consulta comercial,Telefónico,Baja,3.0
T910034,C1236,2025-03-16 18:00:00,2025-03-17 07:19:35,Consulta comercial,WhatsApp,Media,
T907274,C3060,2025-01-14 11:00:00,2025-01-16 23:44:09,Sin conexión,WhatsApp,Baja,3.0
T905652,C3504,2024-12-10 13:00:00,2024-12-11 01:32:14,Sin conexión,Telefónico,Media,4.0
T920367,C1265,2025-12-27 14:00:00,2026-01-02 01:09:55,Corte programado,Telefónico,Baja,1.0
T914867,C2242,2025-07-10 16:00:00,2025-07-11 09:38:44,Facturación,Telefónico,Baja,5.0
T900758,C3763,2024-08-02 13:00:00,2024-08-07 18:42:49,Sin conexión,Email,Baja,1.0
T919176,C1032,2025-11-09 15:00:00,2025-11-12 03:37:03,Sin conexión,Telefónico,Media,1.0
T921904,C5649,2025-12-10 13:00:00,2025-12-10 16:12:37,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T909394,C4095,2025-02-22 09:00:00,2025-02-22 21:22:15,Conexión lenta / intermitencia,Telefónico,Media,
T912999,C3883,2025-05-15 13:00:00,2025-05-16 16:28:50,WiFi / equipos,Telefónico,Media,
T915101,C3183,2025-07-15 11:00:00,2025-07-15 18:15:01,Conexión lenta / intermitencia,Sucursal,Alta,4.0
T908304,C1307,2025-02-07 12:00:00,2025-02-08 04:10:24,WiFi / equipos,Telefónico,Alta,5.0
T917671,C4509,2025-09-20 19:00:00,2025-09-21 11:39:18,Corte programado,Telefónico,Alta,5.0
T901702,C3067,2024-09-29 15:00:00,2024-10-01 16:41:09,Conexión lenta / intermitencia,Sucursal,Baja,
T929887,C5267,2026-06-16 13:00:00,2026-06-17 13:12:44,Conexión lenta / intermitencia,WhatsApp,Media,
T900057,C1183,2024-08-31 18:00:00,2024-09-02 07:00:45,Conexión lenta / intermitencia,Telefónico,Media,4.0
T900731,C3687,2024-08-12 17:00:00,2024-08-13 14:02:47,Conexión lenta / intermitencia,Portal web,Media,3.0
T900979,C4590,2024-08-17 18:00:00,2024-08-18 19:58:30,WiFi / equipos,Email,Baja,
T916980,C1746,2025-09-01 12:00:00,2025-09-02 09:17:57,Consulta comercial,WhatsApp,Baja,5.0
T924238,C2133,2026-02-22 10:00:00,2026-02-25 22:45:31,Sin conexión,Telefónico,Baja,
T907731,C4234,2025-01-13 18:00:00,2025-01-15 08:20:01,Facturación,WhatsApp,Baja,
T925530,C5944,2026-02-09 14:00:00,2026-02-10 22:35:12,Conexión lenta / intermitencia,WhatsApp,Media,5.0
T908302,C1286,2025-02-20 17:00:00,2025-02-22 02:04:08,Conexión lenta / intermitencia,Telefónico,Media,
T904961,C1884,2024-12-07 19:00:00,2024-12-08 20:17:36,WiFi / equipos,Telefónico,Media,
T913830,C2739,2025-06-13 14:00:00,2025-06-13 20:44:07,Conexión lenta / intermitencia,Telefónico,Media,
T918736,C4134,2025-10-14 16:00:00,2025-10-15 19:37:12,WiFi / equipos,WhatsApp,Media,
T912270,C5470,2025-04-19 13:00:00,2025-04-20 06:24:07,Consulta comercial,Telefónico,Media,
T904365,C4450,2024-11-26 11:00:00,2024-11-27 22:14:44,Facturación,WhatsApp,Baja,
T929047,C1270,2026-06-13 11:00:00,2026-06-14 14:53:22,Sin conexión,Portal web,Media,4.0
T905734,C3696,2024-12-26 20:00:00,2024-12-31 09:59:26,Cambio de plan,Telefónico,Baja,
T916889,C1442,2025-09-11 08:00:00,2025-09-13 01:11:55,Facturación,WhatsApp,Baja,4.0
T920272,C1007,2025-12-27 13:00:00,2025-12-28 03:21:15,Sin conexión,Telefónico,Media,5.0
T914397,C5046,2025-06-21 10:00:00,2025-06-25 06:05:17,WiFi / equipos,WhatsApp,Media,
T901615,C2736,2024-09-02 17:00:00,2024-09-08 12:31:55,Facturación,WhatsApp,Baja,
T916293,C3642,2025-08-24 12:00:00,2025-08-27 18:20:19,Facturación,Portal web,Baja,
T915528,C5060,2025-07-07 18:00:00,2025-07-08 15:25:47,Consulta comercial,Telefónico,Media,5.0
T928403,C3501,2026-05-29 09:00:00,2026-05-29 17:48:40,Corte programado,WhatsApp,Alta,5.0
T914165,C4075,2025-06-12 08:00:00,2025-06-12 16:18:40,WiFi / equipos,Sucursal,Media,5.0
T902367,C1318,2024-10-19 12:00:00,2024-10-19 15:36:49,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T914236,C4421,2025-06-05 17:00:00,2025-06-06 13:37:19,Cambio de plan,Telefónico,Media,5.0
T928778,C5257,2026-05-24 18:00:00,2026-05-25 00:12:17,Sin conexión,Telefónico,Alta,5.0
T903997,C3034,2024-11-01 19:00:00,2024-11-02 01:27:04,Sin conexión,Telefónico,Alta,
T907075,C2529,2025-01-20 20:00:00,2025-01-23 18:14:37,Conexión lenta / intermitencia,WhatsApp,Media,2.0
T923623,C5476,2026-01-31 12:00:00,2026-02-02 09:17:39,Cambio de plan,WhatsApp,Baja,
T907541,C3724,2025-01-30 16:00:00,2025-02-02 02:03:02,Instalación,WhatsApp,Baja,
T903680,C1936,2024-11-14 14:00:00,2024-11-15 22:00:06,WiFi / equipos,Sucursal,Media,3.0
T917998,C1100,2025-10-24 19:00:00,2025-10-25 15:11:51,Conexión lenta / intermitencia,WhatsApp,Baja,4.0
T921518,C4574,2025-12-05 12:00:00,2025-12-07 20:15:49,WiFi / equipos,Telefónico,Media,3.0
T917994,C1065,2025-10-16 14:00:00,2025-10-16 21:18:06,Sin conexión,WhatsApp,Media,5.0
T918789,C4364,2025-10-27 17:00:00,2025-10-30 23:51:09,Instalación,Telefónico,Baja,2.0
T916760,C5721,2025-08-04 18:00:00,2025-08-05 18:57:02,Conexión lenta / intermitencia,Sucursal,Media,5.0
T927003,C2388,2026-04-26 10:00:00,2026-04-27 05:41:04,Conexión lenta / intermitencia,Telefónico,Media,
T927367,C3966,2026-04-22 18:00:00,2026-04-24 04:34:46,Consulta comercial,Telefónico,Media,
T905532,C3225,2024-12-30 19:00:00,2024-12-31 12:16:37,Cambio de plan,Portal web,Media,
T909863,C5254,2025-02-05 13:00:00,2025-02-06 20:13:52,Sin conexión,WhatsApp,Alta,5.0
T909293,C3867,2025-02-21 14:00:00,2025-02-22 00:44:18,Facturación,Telefónico,Media,
T912900,C3447,2025-05-16 16:00:00,2025-05-17 02:48:18,Conexión lenta / intermitencia,Sucursal,Alta,
T905609,C3417,2024-12-18 14:00:00,2024-12-19 03:45:40,Cambio de plan,Telefónico,Media,
T911553,C2386,2025-04-19 13:00:00,2025-04-20 07:01:05,Conexión lenta / intermitencia,Telefónico,Baja,3.0
T918532,C3251,2025-10-21 15:00:00,2025-10-22 09:25:45,Conexión lenta / intermitencia,WhatsApp,Media,
T908094,C5193,2025-01-19 15:00:00,2025-01-22 17:01:59,Sin conexión,Sucursal,Media,1.0
T915158,C3466,2025-07-29 16:00:00,2025-07-30 15:25:48,Cambio de plan,Telefónico,Baja,3.0
T926760,C1266,2026-04-05 19:00:00,2026-04-06 23:26:49,Sin conexión,Telefónico,Baja,4.0
T903805,C2367,2024-11-08 19:00:00,2024-11-09 06:26:25,Facturación,Portal web,Baja,4.0
T920194,C5600,2025-11-11 17:00:00,2025-11-13 12:30:20,Facturación,Email,Baja,
T921821,C5441,2025-12-02 12:00:00,2025-12-03 06:30:22,Conexión lenta / intermitencia,Sucursal,Media,4.0
T913269,C5104,2025-05-02 10:00:00,2025-05-02 16:38:56,Conexión lenta / intermitencia,Telefónico,Alta,
T924674,C3381,2026-02-25 20:00:00,2026-02-28 01:14:18,Instalación,Sucursal,Baja,3.0
T923446,C5015,2026-01-14 16:00:00,2026-01-14 22:47:45,Conexión lenta / intermitencia,Telefónico,Alta,
T925580,C1066,2026-03-02 17:00:00,2026-03-02 20:08:54,Sin conexión,WhatsApp,Alta,5.0
T910490,C2960,2025-03-23 12:00:00,2025-03-24 07:15:17,Consulta comercial,WhatsApp,Media,
T919867,C4153,2025-11-25 15:00:00,2025-11-25 17:30:58,Corte programado,Telefónico,Media,5.0
T920167,C5499,2025-11-21 20:00:00,2025-11-25 01:29:43,Facturación,WhatsApp,Baja,2.0
T907695,C4133,2025-01-17 10:00:00,2025-01-19 18:38:48,Cambio de plan,WhatsApp,Baja,
T908956,C2988,2025-02-18 19:00:00,2025-02-20 15:18:58,Cambio de plan,WhatsApp,Baja,3.0
T921229,C3757,2025-12-15 18:00:00,2025-12-17 01:30:50,Cambio de plan,Portal web,Baja,5.0
T930164,C1196,2026-07-09 18:00:00,2026-07-10 03:12:38,Conexión lenta / intermitencia,Portal web,Alta,5.0
T915026,C2878,2025-07-04 17:00:00,2025-07-06 11:20:58,Cambio de plan,Telefónico,Media,
T920898,C2760,2025-12-16 19:00:00,2025-12-17 06:00:37,Sin conexión,Portal web,Media,5.0
T918697,C3968,2025-10-17 08:00:00,2025-10-17 20:38:11,WiFi / equipos,Telefónico,Baja,
T902341,C1201,2024-10-04 20:00:00,2024-10-06 12:24:32,Consulta comercial,Portal web,Baja,4.0
T902914,C3330,2024-10-28 12:00:00,2024-10-30 08:16:26,Facturación,Telefónico,Baja,2.0
T926983,C2275,2026-04-01 11:00:00,2026-04-02 13:21:19,Consulta comercial,Portal web,Media,2.0
T931127,C5768,2026-07-12 11:00:00,,Consulta comercial,Portal web,Baja,
T919668,C3293,2025-11-28 08:00:00,2025-11-28 15:49:07,WiFi / equipos,Telefónico,Alta,
T906228,C4935,2024-12-17 19:00:00,2024-12-19 23:37:02,Sin conexión,Telefónico,Media,
T914842,C2137,2025-07-29 10:00:00,2025-07-31 07:01:40,Facturación,Telefónico,Baja,3.0
T909395,C4096,2025-02-24 13:00:00,2025-02-25 18:33:00,Instalación,Portal web,Media,3.0
T907208,C2858,2025-01-30 18:00:00,2025-01-31 12:56:26,Conexión lenta / intermitencia,Telefónico,Media,
T929068,C1335,2026-06-10 08:00:00,2026-06-10 09:25:21,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T902478,C1739,2024-10-07 09:00:00,2024-10-07 13:26:30,Conexión lenta / intermitencia,Sucursal,Alta,
T922220,C1561,2026-01-12 16:00:00,2026-01-13 12:15:47,Conexión lenta / intermitencia,Telefónico,Baja,
T907905,C4670,2025-01-01 11:00:00,2025-01-02 18:00:10,Conexión lenta / intermitencia,Sucursal,Media,
T930021,C5833,2026-06-08 14:00:00,2026-06-08 19:07:43,Sin conexión,WhatsApp,Alta,5.0
T995655,C93262,2025-05-19 10:00:00,2025-05-20 00:14:43,Conexión lenta / intermitencia,WhatsApp,Baja,5.0
T921300,C3929,2025-12-25 20:00:00,2025-12-29 08:52:31,Consulta comercial,WhatsApp,Baja,
T928861,C5620,2026-05-25 18:00:00,2026-05-26 20:07:41,Sin conexión,Sucursal,Media,3.0
T923258,C4401,2026-01-27 14:00:00,2026-01-30 05:50:27,Conexión lenta / intermitencia,WhatsApp,Media,
T907040,C2438,2025-01-12 17:00:00,2025-01-12 23:20:06,Facturación,Email,Alta,
